npm verbose cli /home/trinity-bowling/.nvm/versions/node/v24.11.0/bin/node /home/trinity-bowling/.nvm/versions/node/v24.11.0/bin/npm
npm info using npm@11.6.1
npm info using node@v24.11.0
npm verbose title npm install
npm verbose argv "install" "--legacy-peer-deps" "--loglevel" "verbose"
npm http cache fs-extra@https://registry.npmjs.org/fs-extra/-/fs-extra-9.1.0.tgz 0ms (cache hit)
npm http cache figures@https://registry.npmjs.org/figures/-/figures-3.2.0.tgz 0ms (cache hit)
npm http cache extract-zip@https://registry.npmjs.org/extract-zip/-/extract-zip-2.0.1.tgz 0ms (cache hit)
npm http cache executable@https://registry.npmjs.org/executable/-/executable-4.1.1.tgz 0ms (cache hit)
npm http cache execa@https://registry.npmjs.org/execa/-/execa-4.1.0.tgz 0ms (cache hit)
npm http cache eventemitter2@https://registry.npmjs.org/eventemitter2/-/eventemitter2-6.4.7.tgz 0ms (cache hit)
npm http cache enquirer@https://registry.npmjs.org/enquirer/-/enquirer-2.4.1.tgz 0ms (cache hit)
npm http cache log-symbols@https://registry.npmjs.org/log-symbols/-/log-symbols-4.1.0.tgz 0ms (cache hit)
npm http cache debug@https://registry.npmjs.org/debug/-/debug-4.4.3.tgz 0ms (cache hit)
npm http cache dayjs@https://registry.npmjs.org/dayjs/-/dayjs-1.11.19.tgz 0ms (cache hit)
npm http cache common-tags@https://registry.npmjs.org/common-tags/-/common-tags-1.8.2.tgz 0ms (cache hit)
npm http cache commander@https://registry.npmjs.org/commander/-/commander-6.2.1.tgz 0ms (cache hit)
npm http cache cli-table3@https://registry.npmjs.org/cli-table3/-/cli-table3-0.6.1.tgz 0ms (cache hit)
npm http cache cli-cursor@https://registry.npmjs.org/cli-cursor/-/cli-cursor-3.1.0.tgz 0ms (cache hit)
npm http cache ci-info@https://registry.npmjs.org/ci-info/-/ci-info-4.3.1.tgz 0ms (cache hit)
npm http cache chalk@https://registry.npmjs.org/chalk/-/chalk-4.1.2.tgz 0ms (cache hit)
npm http cache cachedir@https://registry.npmjs.org/cachedir/-/cachedir-2.4.0.tgz 0ms (cache hit)
npm http cache buffer@https://registry.npmjs.org/buffer/-/buffer-5.7.1.tgz 0ms (cache hit)
npm http cache bluebird@https://registry.npmjs.org/bluebird/-/bluebird-3.7.2.tgz 0ms (cache hit)
npm http cache blob-util@https://registry.npmjs.org/blob-util/-/blob-util-2.0.2.tgz 0ms (cache hit)
npm http cache arch@https://registry.npmjs.org/arch/-/arch-2.2.0.tgz 0ms (cache hit)
npm http cache @types/tmp@https://registry.npmjs.org/@types/tmp/-/tmp-0.2.6.tgz 0ms (cache hit)
npm http cache @types/sizzle@https://registry.npmjs.org/@types/sizzle/-/sizzle-2.3.10.tgz 0ms (cache hit)
npm http cache @types/sinonjs__fake-timers@https://registry.npmjs.org/@types/sinonjs__fake-timers/-/sinonjs__fake-timers-8.1.1.tgz 0ms (cache hit)
npm http cache @cypress/xvfb@https://registry.npmjs.org/@cypress/xvfb/-/xvfb-1.2.4.tgz 0ms (cache hit)
npm http cache @cypress/request@https://registry.npmjs.org/@cypress/request/-/request-3.0.9.tgz 0ms (cache hit)
npm http cache cypress@https://registry.npmjs.org/cypress/-/cypress-15.6.0.tgz 0ms (cache hit)
npm http cache type-fest@https://registry.npmjs.org/type-fest/-/type-fest-0.21.3.tgz 0ms (cache hit)
npm http cache wrap-ansi@https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-6.2.0.tgz 0ms (cache hit)
npm http cache slice-ansi@https://registry.npmjs.org/slice-ansi/-/slice-ansi-4.0.0.tgz 0ms (cache hit)
npm http cache supports-color@https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz 0ms (cache hit)
npm http cache debug@https://registry.npmjs.org/debug/-/debug-3.2.7.tgz 0ms (cache hit)
npm http fetch POST 200 https://registry.npmjs.org/-/npm/v1/security/advisories/bulk 709ms
npm info run cypress@15.6.0 postinstall node_modules/cypress node dist/index.js --exec install
npm info run cypress@15.6.0 postinstall { code: 0, signal: null }

added 175 packages, and audited 176 packages in 6s

42 packages are looking for funding
  run `npm fund` for details

found 0 vulnerabilities
npm verbose cwd /home/trinity-bowling/grabdocs-e2e/tmpBstackPackages
npm verbose os Linux 6.14.0-33-generic
npm verbose node v24.11.0
npm verbose npm  v11.6.1
npm verbose exit 0
npm info ok
